sample	name
SRR5910922	NC342 Root
SRR5910907	NC342 Shoot
SRR5910921	NC342 Leaf 3 Base
SRR5910787	NC342 Leaf 3 Tip
SRR5910908	NC342 Adult leaf (day)
SRR5910909	NC342 Adult leaf (night)
SRR5910790	NC344 Root
SRR5910789	NC344 Shoot
SRR5910794	NC344 Kernel
SRR5910792	NC344 Leaf 3 Base
SRR5910793	NC344 Leaf 3 Tip
SRR5910788	NC344 Adult leaf (day)
SRR5910791	NC344 Adult leaf (night)
SRR5911024	NC346 Root
SRR5911025	NC346 Shoot
SRR5911021	NC346 Kernel
SRR5911027	NC346 Leaf 3 Base
SRR5911026	NC346 Leaf 3 Tip
SRR5910779	NC346 Adult leaf (day)
SRR5910694	NC346 Adult leaf (night)
SRR5911029	NC348 Root
SRR5911022	NC348 Shoot
SRR5910880	NC348 Kernel
SRR5911028	NC348 Leaf 3 Base
SRR5910879	NC348 Leaf 3 Tip
SRR5911020	NC348 Adult leaf (day)
SRR5911023	NC348 Adult leaf (night)
SRR5910876	NC350 Root
SRR5910875	NC350 Shoot
SRR5910874	NC350 Leaf 3 Base
SRR5910873	NC350 Leaf 3 Tip
SRR5910877	NC350 Adult leaf (day)
SRR5910878	NC350 Adult leaf (night)
SRR5910977	NC352 Root
SRR5910976	NC352 Shoot
SRR5910980	NC352 Kernel
SRR5910974	NC352 Leaf 3 Base
SRR5910975	NC352 Leaf 3 Tip
SRR5910881	NC352 Adult leaf (day)
SRR5910882	NC352 Adult leaf (night)
SRR5910979	NC354 Root
SRR5910978	NC354 Shoot
SRR5911137	NC354 Kernel
SRR5910983	NC354 Leaf 3 Base
SRR5911135	NC354 L3Mid
SRR5911134	NC354 Leaf 3 Tip
SRR5910981	NC354 Adult leaf (day)
SRR5910982	NC354 Adult leaf (night)
SRR5911141	NC356 Root
SRR5911138	NC356 Shoot
SRR5911142	NC356 Kernel
SRR5911140	NC356 Leaf 3 Base
SRR5911143	NC356 Leaf 3 Tip
SRR5911136	NC356 Adult leaf (day)
SRR5911139	NC356 Adult leaf (night)
SRR5910711	NC358 Root
SRR5910710	NC358 Shoot
SRR5910714	NC358 Kernel
SRR5910713	NC358 Leaf 3 Base
SRR5910712	NC358 Leaf 3 Tip
SRR5910738	NC358 Adult leaf (day)
SRR5910737	NC358 Adult leaf (night)
SRR5910839	NC360 Root
SRR5910716	NC360 Shoot
SRR5910836	NC360 Kernel
SRR5910838	NC360 Leaf 3 Base
SRR5910837	NC360 Leaf 3 Tip
SRR5910697	NC360 Adult leaf (day)
SRR5910715	NC360 Adult leaf (night)
SRR5910833	NC362 Root
SRR5910834	NC362 Shoot
SRR5910840	NC362 Kernel
SRR5910841	NC362 Leaf 3 Base
SRR5910832	NC362 Leaf 3 Tip
SRR5910835	NC362 Adult leaf (night)
SRR5910919	NC364 Root
SRR5911052	NC364 Shoot
SRR5910918	NC364 Kernel
SRR5910917	NC364 Leaf 3 Base
SRR5910920	NC364 Leaf 3 Tip
SRR5911051	NC364 Adult leaf (night)
SRR5911053	NC366 Root
SRR5911038	NC366 Shoot
SRR5911069	NC366 Kernel
SRR5911066	NC366 Leaf 3 Base
SRR5911067	NC366 Leaf 3 Tip
SRR5910915	NC366 Adult leaf (day)
SRR5910916	NC366 Adult leaf (night)
SRR5910886	NC368 Root
SRR5911062	NC368 Shoot
SRR5910872	NC368 Kernel
SRR5910885	NC368 Leaf 3 Base
SRR5910884	NC368 Leaf 3 Tip
SRR5911063	NC368 Adult leaf (day)
SRR5911068	NC368 Adult leaf (night)
SRR5910667	ND246 Root
SRR5910666	ND246 Shoot
SRR5910662	ND246 Kernel
SRR5910660	ND246 Leaf 3 Base
SRR5910661	ND246 Leaf 3 Tip
SRR5910664	ND246 Adult leaf (day)
SRR5910665	ND246 Adult leaf (night)
SRR5910800	Oh40B Root
SRR5910801	Oh40B Shoot
SRR5910803	Oh40B Kernel
SRR5910804	Oh40B Leaf 3 Base
SRR5910799	Oh40B Leaf 3 Tip
SRR5910802	Oh40B Adult leaf (night)
SRR5911226	Oh43 Root
SRR5911213	Oh43 Shoot
SRR5911550	Oh43 Kernel
SRR5911551	Oh43 Leaf 3 Tip
SRR5911219	Oh43 Adult leaf (day)
SRR5911220	Oh43 Adult leaf (night)
SRR5910863	Oh43E Root
SRR5910696	Oh43E Shoot
SRR5910870	Oh43E Kernel
SRR5910864	Oh43E Leaf 3 Base
SRR5910869	Oh43E Leaf 3 Tip
SRR5910695	Oh43E Adult leaf (night)
SRR5910692	Oh603 Root
SRR5910690	Oh603 Shoot
SRR5911009	Oh603 Kernel
SRR5911007	Oh603 Leaf 3 Base
SRR5911006	Oh603 Leaf 3 Tip
SRR5910868	Oh603 Adult leaf (day)
SRR5910867	Oh603 Adult leaf (night)
SRR5910798	Oh7B Root
SRR5910669	Oh7B Shoot
SRR5910795	Oh7B Kernel
SRR5910797	Oh7B Leaf 3 Base
SRR5910796	Oh7B Leaf 3 Tip
SRR5910663	Oh7B Adult leaf (day)
SRR5910668	Oh7B Adult leaf (night)
SRR5911013	Os420 Root
SRR5911010	Os420 Shoot
SRR5911012	Os420 Leaf 3 Base
SRR5911005	Os420 Leaf 3 Tip
SRR5911011	Os420 Adult leaf (day)
SRR5911008	Os420 Adult leaf (night)
SRR5911599	P39 Kernel
SRR5911601	P39 Leaf 3 Base
SRR5911600	P39 Leaf 3 Tip
SRR5911004	P39 Adult leaf (day)
SRR5911602	P39 Adult leaf (night)
SRR5911194	Pa762 Root
SRR5911228	Pa762 Shoot
SRR5911192	Pa762 Leaf 3 Base
SRR5911596	Pa762 Leaf 3 Tip
SRR5911229	Pa762 Adult leaf (night)
SRR5911580	Pa875 Root
SRR5911577	Pa875 Shoot
SRR5911579	Pa875 Kernel
SRR5911578	Pa875 Adult leaf (day)
SRR5911595	Pa875 Adult leaf (night)
SRR5911583	Pa880 Root
SRR5911584	Pa880 Shoot
SRR5911442	Pa880 Kernel
SRR5911576	Pa880 Leaf 3 Base
SRR5911575	Pa880 Leaf 3 Tip
SRR5911582	Pa880 Adult leaf (day)
SRR5911581	Pa880 Adult leaf (night)
SRR5911438	Pa91 Root
SRR5911445	Pa91 Shoot
SRR5911441	Pa91 Kernel
SRR5911440	Pa91 Leaf 3 Base
SRR5911439	Pa91 Leaf 3 Tip
SRR5911444	Pa91 Adult leaf (day)
SRR5911443	Pa91 Adult leaf (night)
SRR5911294	R168 Root
SRR5911295	R168 Shoot
SRR5911299	R168 Kernel
SRR5911293	R168 Leaf 3 Base
SRR5911292	R168 Leaf 3 Tip
SRR5911436	R168 Adult leaf (day)
SRR5911437	R168 Adult leaf (night)
SRR5911296	R177 Root
SRR5911297	R177 Shoot
SRR5911162	R177 Kernel
SRR5911301	R177 Leaf 3 Base
SRR5911300	R177 Leaf 3 Tip
SRR5911298	R177 Adult leaf (night)
SRR5911158	R229 Root
SRR5911161	R229 Shoot
SRR5911157	R229 Kernel
SRR5911164	R229 Kernel
SRR5911159	R229 Leaf 3 Base
SRR5911156	R229 Leaf 3 Tip
SRR5911160	R229 Adult leaf (day)
SRR5911163	R229 Adult leaf (night)
SRR5911496	R4 Root
SRR5911493	R4 Shoot
SRR5911488	R4 Kernel
SRR5911495	R4 Leaf 3 Base
SRR5911489	R4 Leaf 3 Tip
SRR5911494	R4 Adult leaf (day)
SRR5911165	R4 Adult leaf (night)
SRR5911515	SA24 Root
SRR5911498	SA24 Shoot
SRR5911374	SA24 Kernel
SRR5911372	SA24 Leaf 3 Base
SRR5911373	SA24 Leaf 3 Tip
SRR5911490	SA24 Adult leaf (day)
SRR5911491	SA24 Adult leaf (night)
SRR5911378	SC213R Root
SRR5911377	SC213R Shoot
SRR5911369	SC213R Leaf 3 Base
SRR5911379	SC213R Leaf 3 Tip
SRR5911375	SC213R Adult leaf (day)
SRR5911376	SC213R Adult leaf (night)
SRR5911249	SC357 Root
SRR5911250	SC357 Shoot
SRR5911370	SC357 Adult leaf (day)
SRR5911251	SC357 Adult leaf (night)
SRR5911245	SC55 Root
SRR5911246	SC55 Shoot
SRR5911242	SC55 Kernel
SRR5911244	SC55 Leaf 3 Base
SRR5911243	SC55 Leaf 3 Tip
SRR5911248	SC55 Adult leaf (day)
SRR5911247	SC55 Adult leaf (night)
SRR5911358	SD40 Root
SRR5911361	SD40 Shoot
SRR5911362	SD40 Kernel
SRR5911365	SD40 Leaf 3 Base
SRR5911359	SD40 Leaf 3 Base
SRR5911364	SD40 Leaf 3 Tip
SRR5911360	SD40 Adult leaf (night)
SRR5911233	SD44 Root
SRR5911230	SD44 Shoot
SRR5911234	SD44 Kernel
SRR5911368	SD44 Leaf 3 Base
SRR5911232	SD44 Leaf 3 Base
SRR5911235	SD44 Leaf 3 Tip
SRR5911363	SD44 Adult leaf (day)
SRR5911231	SD44 Adult leaf (night)
SRR5911367	SD44 Leaf 3 middle
SRR5911238	Sg1533 Root
SRR5911239	Sg1533 Shoot
SRR5911264	Sg1533 Kernel
SRR5911262	Sg1533 Leaf 3 Base
SRR5911263	Sg1533 Leaf 3 Tip
SRR5911237	Sg1533 Adult leaf (day)
SRR5911236	Sg1533 Adult leaf (night)
SRR5911268	SG18 Root
SRR5911267	SG18 Shoot
SRR5911394	SG18 Kernel
SRR5911395	SG18 Leaf 3 Base
SRR5911270	SG18 Leaf 3 Base
SRR5911269	SG18 Leaf 3 Tip
SRR5911271	SG18 Leaf 3 Tip
SRR5911266	SG18 Adult leaf (day)
SRR5911265	SG18 Adult leaf (night)
SRR5911390	T232 Root
SRR5911391	T232 Shoot
SRR5911386	T232 Kernel
SRR5911389	T232 Leaf 3 Base
SRR5911388	T232 L3Mid
SRR5911387	T232 Leaf 3 Tip
SRR5911392	T232 Adult leaf (day)
SRR5911393	T232 Adult leaf (night)
SRR5911508	T234 Root
SRR5911507	T234 Shoot
SRR5911511	T234 Kernel
SRR5911514	T234 Leaf 3 Base
SRR5911513	T234 Leaf 3 Tip
SRR5911548	T234 Adult leaf (day)
SRR5911549	T234 Adult leaf (night)
SRR5911169	T8 Root
SRR5911529	T8 Shoot
SRR5911170	T8 Kernel
SRR5911168	T8 Leaf 3 Base
SRR5911171	T8 Leaf 3 Tip
SRR5911554	T8 Adult leaf (day)
SRR5911512	T8 Adult leaf (night)
SRR5911175	Tx303 Root
SRR5911174	Tx303 Leaf 3 Base
SRR5911167	Tx303 Leaf 3 Tip
SRR5911173	Tx303 Adult leaf (day)
SRR5911172	Tx303 Adult leaf (night)
SRR5911188	Tx601 Root
SRR5911166	Tx601 Shoot
SRR5911191	Tzi10 Root
SRR5911190	Tzi10 Shoot
SRR5911189	Tzi10 Leaf 3 middle
SRR5911187	Tzi11 Root
SRR5911186	Tzi11 Shoot
SRR5911313	Tzi11 Kernel
SRR5911486	Tzi11 Leaf 3 Base
SRR5911487	Tzi11 Leaf 3 Tip
SRR5911184	Tzi11 Adult leaf (day)
SRR5911185	Tzi11 Adult leaf (night)
SRR5911317	Tzi16 Root
SRR5911346	Tzi16 Shoot
SRR5911314	Tzi16 Kernel
SRR5911316	Tzi16 Leaf 3 Base
SRR5911315	Tzi16 Leaf 3 Tip
SRR5911312	Tzi16 Adult leaf (day)
SRR5911347	Tzi16 Adult leaf (night)
SRR5911432	Tzi18 Root
SRR5911328	Tzi18 Shoot
SRR5911429	Tzi18 Kernel
SRR5911430	Tzi18 Leaf 3 Base
SRR5911431	Tzi18 L3Mid
SRR5911428	Tzi18 Leaf 3 Tip
SRR5911329	Tzi18 Adult leaf (day)
SRR5911433	Tzi18 Adult leaf (night)
SRR5911435	Tzi25 Root
SRR5911434	Tzi25 Shoot
SRR5911572	Tzi25 Kernel
SRR5911569	Tzi25 Leaf 3 Base
SRR5911570	Tzi25 Leaf 3 Tip
SRR5911426	Tzi25 Adult leaf (day)
SRR5911427	Tzi25 Adult leaf (night)
SRR5911565	Tzi9 Root
SRR5911574	Tzi9 Kernel
SRR5911568	Tzi9 Leaf 3 Base
SRR5911567	Tzi9 Leaf 3 Tip
SRR5911571	Tzi9 Adult leaf (day)
SRR5911566	Tzi9 Adult leaf (night)
SRR5911352	U267Y Root
SRR5911351	U267Y Shoot
SRR5911356	U267Y Kernel
SRR5911353	U267Y Leaf 3 Base
SRR5911354	U267Y L3Mid
SRR5911355	U267Y Leaf 3 Tip
SRR5911573	U267Y Adult leaf (day)
SRR5911350	U267Y Adult leaf (night)
SRR5911349	Va102 Root
SRR5911348	Va102 Shoot
SRR5911480	Va102 Kernel
SRR5911483	Va102 Leaf 3 Base
SRR5911482	Va102 L3Mid
SRR5911481	Va102 Leaf 3 Tip
SRR5911357	Va102 Adult leaf (night)
SRR5911485	Va14 Root
SRR5911476	Va14 Shoot
SRR5911400	Va14 Kernel
SRR5911484	Va14 Leaf 3 Base
SRR5911401	Va14 Leaf 3 Tip
SRR5911477	Va14 Adult leaf (day)
SRR5911479	Va14 Adult leaf (night)
SRR5911478	Va14 Leaf 3 middle
SRR5911404	Va17 Root
SRR5911405	Va17 Shoot
SRR5911397	Va17 Kernel
SRR5911403	Va17 Leaf 3 Base
SRR5911402	Va17 Leaf 3 Tip
SRR5911398	Va17 Adult leaf (day)
SRR5911399	Va17 Adult leaf (night)
SRR5911280	Va22 Root
SRR5911279	Va22 Shoot
SRR5911276	Va22 Kernel
SRR5911281	Va22 Leaf 3 Base
SRR5911274	Va22 L3Mid
SRR5911275	Va22 Leaf 3 Tip
SRR5911278	Va22 Adult leaf (day)
SRR5911396	Va22 Adult leaf (night)
SRR5911273	Va26 Root
SRR5911272	Va26 Shoot
SRR5911183	Va26 Kernel
SRR5911181	Va26 Leaf 3 Base
SRR5911180	Va26 Leaf 3 Tip
SRR5911277	Va26 Adult leaf (night)
SRR5911177	Va35 Root
SRR5911501	Va35 Kernel
SRR5911178	Va35 Kernel
SRR5911176	Va35 Leaf 3 Base
SRR5911179	Va35 Leaf 3 Tip
SRR5911182	Va35 Adult leaf (night)
SRR5911522	Va59 Root
SRR5911525	Va59 Shoot
SRR5911521	Va59 Kernel
SRR5911520	Va59 Leaf 3 Base
SRR5911523	Va59 Leaf 3 Tip
SRR5911524	Va59 Adult leaf (day)
SRR5911497	Va59 Adult leaf (night)
SRR5911527	Va85 Root
SRR5911526	Va85 Shoot
SRR5911422	Va85 Kernel
SRR5911423	Va85 Kernel
SRR5911425	Va85 Leaf 3 Base
SRR5911424	Va85 Leaf 3 Tip
SRR5911518	Va85 Adult leaf (day)
SRR5911519	Va85 Adult leaf (night)
SRR5911419	Va99 Root
SRR5911420	Va99 Shoot
SRR5911416	Va99 Kernel
SRR5911418	Va99 Leaf 3 Base
SRR5911417	Va99 Leaf 3 Tip
SRR5911421	Va99 Adult leaf (night)
SRR5911304	VaW6 Root
SRR5911303	VaW6 Shoot
SRR5911307	VaW6 Kernel
SRR5911308	VaW6 Kernel
SRR5911305	VaW6 Leaf 3 Base
SRR5911306	VaW6 Leaf 3 Tip
SRR5911302	VaW6 Adult leaf (night)
SRR5911255	W117HT Root
SRR5911311	W117HT Shoot
SRR5911256	W117HT Kernel
SRR5911254	W117HT Leaf 3 Base
SRR5911257	W117HT Leaf 3 Tip
SRR5911309	W117HT Adult leaf (day)
SRR5911310	W117HT Adult leaf (night)
SRR5911260	W153R Root
SRR5911261	W153R Shoot
SRR5911559	W153R Kernel
SRR5911252	W153R Leaf 3 Base
SRR5911253	W153R Leaf 3 Tip
SRR5911259	W153R Adult leaf (day)
SRR5911258	W153R Adult leaf (night)
SRR5911558	W182B Root
SRR5911557	W182B Shoot
SRR5911555	W182B Kernel
SRR5911556	W182B Kernel
SRR5911562	W182B Leaf 3 Base
SRR5911564	W182B Leaf 3 Base
SRR5911563	W182B Leaf 3 Tip
SRR5911561	W182B Leaf 3 Tip
SRR5911560	W182B Adult leaf (day)
SRR5911200	W22 Root
SRR5911197	W22 Shoot
SRR5911553	W22 Kernel
SRR5911199	W22 Leaf 3 Base
SRR5911202	W22 L3Mid
SRR5911201	W22 Leaf 3 Tip
SRR5911198	W22 Adult leaf (night)
SRR5911533	W22R-rstd Kernel
SRR5911535	W22R-rstd Adult leaf (day)
SRR5911532	W22R-rstd Adult leaf (day)
SRR5911534	W22R-rstd Adult leaf (night)
SRR5911552	W22R-rstd Adult leaf (night)
SRR5911240	W64A Root
SRR5911539	W64A Shoot
SRR5911371	W64A Kernel
SRR5911241	W64A Leaf 3 Base
SRR5911366	W64A Leaf 3 Tip
SRR5911538	W64A Adult leaf (night)
SRR5911500	Wf9 Root
SRR5911528	Wf9 Shoot
SRR5911505	Wf9 Kernel
SRR5911499	Wf9 Leaf 3 Base
SRR5911506	Wf9 Leaf 3 Tip
SRR5911502	Wf9 Adult leaf (night)
SRR5911510	Yu796NS Root
SRR5911503	Yu796NS Shoot
SRR5911385	Yu796NS Kernel
SRR5911509	Yu796NS Leaf 3 Base
SRR5911384	Yu796NS Leaf 3 Tip
SRR5911504	Yu796NS Adult leaf (night)
